family	gene	coordinates
TPR_8	TTHERM_00540410	446223-448609
TPR_8	TTHERM_00623040	186841-188524
TPR_8	TTHERM_00312420	178746-180258
TPR_8	TTHERM_01140390	73239-76440
TPR_8	TTHERM_00408890	106126-107260
TPR_8	TTHERM_000635758	342964-343714
TPR_8	TTHERM_00245560	366590-367808
TPR_8	TTHERM_000086968	518766-525647
TPR_8	TTHERM_000629740	379476-384551
TPR_8	TTHERM_00031760	934371-937281
TPR_8	TTHERM_00218670	335134-338664
TPR_8	TTHERM_01001510	124040-125543
TPR_8	TTHERM_000732839	237738-240670
TPR_8	TTHERM_00189260	365324-374648
TPR_8	TTHERM_00758840	94110-96519
TPR_8	TTHERM_00920770	160553-162731
TPR_8	TTHERM_00227740	679317-681861
TPR_8	TTHERM_00666470	142570-145077
TPR_8	TTHERM_000643469	252366-253169
TPR_8	TTHERM_00304340	114760-116179
TPR_8	TTHERM_00522400	225870-228602
TPR_8	TTHERM_00127230	644108-644327
TPR_8	TTHERM_000024389	2188804-2189317
TPR_8	TTHERM_01079160	44012-47318
TPR_8	TTHERM_00010960	881586-885131
TPR_8	TTHERM_00388650	382000-389973
TPR_8	TTHERM_00312460	186203-187712
TPR_8	TTHERM_00502210	299259-301126
TPR_8	TTHERM_000185489	700351-701472
TPR_8	TTHERM_00419940	92264-99148
TPR_8	TTHERM_00112320	483049-485128
TPR_8	TTHERM_00701190	234862-243316
TPR_8	TTHERM_01090110	518796-519930
TPR_8	TTHERM_001125131	22339-23044
TPR_8	TTHERM_00188790	167268-168285
TPR_8	TTHERM_00923050	84204-87564
TPR_8	TTHERM_00471060	233454-235023
TPR_8	TTHERM_00140770	20636-24832
TPR_8	TTHERM_01075610	12398-13524
TPR_8	TTHERM_00312470	188393-190134
TPR_8	TTHERM_00395850	71958-74961
TPR_8	TTHERM_00437750	359648-361154
TPR_8	TTHERM_00227440	527347-530478
TPR_8	TTHERM_00354900	1350975-1356225
TPR_8	TTHERM_001161050	668147-671996
TPR_8	TTHERM_00533900	413232-415077
TPR_8	TTHERM_00433410	835388-837782
TPR_8	TTHERM_00657470	100329-101515
TPR_8	TTHERM_00655940	237286-244406
TPR_8	TTHERM_00437520	458999-460100
TPR_8	TTHERM_00470630	81085-82591
TPR_8	TTHERM_01055600	68854-70296
TPR_8	TTHERM_00318740	658164-662539
TPR_8	TTHERM_00670910	328088-329528
TPR_8	TTHERM_00125358	955433-961440
TPR_8	TTHERM_01119520	69540-70863
TPR_8	TTHERM_00824030	201893-203675
TPR_8	TTHERM_00325671	39981-42084
TPR_8	TTHERM_00227520	563629-566914
TPR_8	TTHERM_001050449	35580-39879
TPR_8	TTHERM_01213910	414258-415728
TPR_8	TTHERM_00126840	788639-793437
TPR_8	TTHERM_00494690	446353-449465
TPR_8	TTHERM_00440700	280-1939
TPR_8	TTHERM_00938730	151-1884
TPR_8	TTHERM_00188760	162692-163128
TPR_8	TTHERM_00437310	509013-514889
TPR_8	TTHERM_000147483	9080-10256
TPR_8	TTHERM_00263290	449185-462758
TPR_8	TTHERM_00471280	281294-283537
TPR_8	TTHERM_00024370	2184453-2185409
TPR_8	TTHERM_00069368	335166-336889
TPR_8	TTHERM_00548130	185716-187395
TPR_8	TTHERM_00420970	497467-499639
TPR_8	TTHERM_00227480	544457-547087
TPR_8	TTHERM_000248289	737436-738215
TPR_8	TTHERM_01044370	2097-4819
TPR_8	TTHERM_01029950	83870-86237
TPR_8	TTHERM_00449300	250714-252682
TPR_8	TTHERM_00214670	826372-828349
TPR_8	TTHERM_01001400	88039-89037
TPR_8	TTHERM_001048129	98337-99760
TPR_8	TTHERM_000091489	312389-313201
TPR_8	TTHERM_00563900	21225-24074
TPR_8	TTHERM_00756510	252052-253099
TPR_8	TTHERM_00125810	812443-817213
TPR_8	TTHERM_00823740	102440-105771
TPR_8	TTHERM_00160870	333842-338324
TPR_8	TTHERM_00126840	788639-793437
TPR_8	TTHERM_00316550	255249-259008
TPR_8	TTHERM_00011560	1093606-1094758
TPR_8	TTHERM_00259410	74440-77271
TPR_8	TTHERM_01070320	4158-5679
TPR_8	TTHERM_00347950	628219-629587
TPR_8	TTHERM_00497260	164894-168299
TPR_8	TTHERM_01085580	48183-49704
TPR_8	TTHERM_00637650	290653-293019
TPR_8	TTHERM_01014690	92855-94901
TPR_8	TTHERM_000275799	738311-742946
TPR_8	TTHERM_00563860	11769-12381
TPR_8	TTHERM_01080460	55783-56953
TPR_8	TTHERM_00755780	25077-26172
TPR_8	TTHERM_000408939	118126-119248
TPR_8	TTHERM_00408920	114354-115549
TPR_8	TTHERM_00312610	225176-227416
TPR_8	TTHERM_00933140	97976-99932
TPR_8	TTHERM_00266310	57521-62720
TPR_8	TTHERM_00239280	326253-328958
TPR_8	TTHERM_00125810	812443-817213
TPR_8	TTHERM_00188760	162692-163128
TPR_8	TTHERM_00030470	785790-789670
TPR_8	TTHERM_00621550	328643-336308
TPR_8	TTHERM_00024060	2068614-2070747
TPR_8	TTHERM_01002790	91789-93268
TPR_8	TTHERM_00648930	128898-134141
TPR_8	TTHERM_00773510	151712-154948
TPR_8	TTHERM_00685840	173365-176244
TPR_8	TTHERM_00239210	291082-294334
TPR_8	TTHERM_01253380	11580-13089
TPR_8	TTHERM_00126920	750638-753619
TPR_8	TTHERM_00294500	667048-671815
TPR_8	TTHERM_000765349	196858-197857
TPR_8	TTHERM_00126900	755529-759926
TPR_8	TTHERM_00243660	2789-6215
TPR_8	TTHERM_01224660	29402-31568
TPR_8	TTHERM_00765310	190507-192123
TPR_8	TTHERM_00275740	700913-708054
TPR_8	TTHERM_01027630	52859-59184
TPR_8	TTHERM_01076960	85743-88469
TPR_8	TTHERM_00045060	113757-122187
TPR_8	TTHERM_00077370	536132-540588
TPR_8	TTHERM_00494590	414503-415230
TPR_8	TTHERM_00723360	152806-154314
TPR_8	TTHERM_00994090	9720-12699
TPR_8	TTHERM_00059260	830205-832770
TPR_8	TTHERM_00248270	724683-730427
TPR_8	TTHERM_00621400	276101-277201
TPR_8	TTHERM_00437550	433401-438178
TPR_8	TTHERM_00487040	471808-472641
TPR_8	TTHERM_001080378	17244-18846
TPR_8	TTHERM_00245800	463018-466684
TPR_8	TTHERM_01224660	29402-31568
TPR_8	TTHERM_000649439	324847-325123
TPR_8	TTHERM_00939180	154707-164856
TPR_8	TTHERM_00248290	738388-742942
TPR_8	TTHERM_00335750	197235-200353
TPR_8	TTHERM_00147640	78838-80989
TPR_8	TTHERM_00275800	743684-748927
TPR_8	TTHERM_00073160	14882-16727
TPR_8	TTHERM_00688750	194730-196875
TPR_8	TTHERM_00049060	915733-917910
TPR_8	TTHERM_01131800	11737-16706
TPR_8	TTHERM_00836610	24239-33120
TPR_8	TTHERM_00760400	80787-83938
TPR_8	TTHERM_00241989	579416-581527
TPR_8	TTHERM_00853150	274806-280377
TPR_8	TTHERM_00617810	43200-45552
TPR_8	TTHERM_00136110	680162-684145
TPR_8	TTHERM_00600280	211800-214725
TPR_8	TTHERM_01001380	80518-81829
TPR_8	TTHERM_000617817	49024-51277
TPR_8	TTHERM_01027620	47699-52490
TPR_8	TTHERM_00628650	15022-16844
TPR_8	TTHERM_00238870	177056-181012
TPR_8	TTHERM_00150010	594015-598336
TPR_8	TTHERM_00082150	1211314-1211739
TPR_8	TTHERM_00263250	429319-433669
TPR_8	TTHERM_01131820	25065-26057
TPR_8	TTHERM_000457099	361480-362152
TPR_8	TTHERM_000324389	569741-573586
TPR_8	TTHERM_000263289	441742-446918
TPR_8	TTHERM_00387110	183779-184928
TPR_8	TTHERM_00125790	823157-827490
TPR_8	TTHERM_00126860	778033-780756
TPR_8	TTHERM_001539702	7547-8015
TPR_8	TTHERM_000082160	1212544-1225135
TPR_8	TTHERM_00255600	542987-545060
TPR_8	TTHERM_00410210	230943-234384
TPR_8	TTHERM_00283170	407661-409838
TPR_8	TTHERM_000726419	247780-249706
TPR_8	TTHERM_00849210	5058-5946
TPR_8	TTHERM_00402039	363735-369073
TPR_8	TTHERM_00623020	180341-180782
TPR_8	TTHERM_01027640	59347-64315
TPR_8	TTHERM_00073160	14882-16727
TPR_8	TTHERM_00473330	162763-165396
TPR_8	TTHERM_01093530	28448-34307
TPR_8	TTHERM_00263140	384926-386081
TPR_8	TTHERM_01161010	654900-659792
TPR_8	TTHERM_00247200	677814-680326
TPR_8	TTHERM_00126850	783273-786493
TPR_8	TTHERM_00227500	556289-559241
TPR_8	TTHERM_00444350	80251-84839
TPR_8	TTHERM_00457050	354133-356838
TPR_8	TTHERM_00313530	615781-616545
TPR_8	TTHERM_00130060	6216-9651
TPR_8	TTHERM_00527300	430541-431231
TPR_8	TTHERM_00275810	750166-753787
TPR_8	TTHERM_00094250	29485-31054
TPR_8	TTHERM_00126870	772335-776707
TPR_8	TTHERM_00245750	441787-448809
TPR_8	TTHERM_00299870	255896-261736
TPR_8	TTHERM_00997630	94054-95779
TPR_8	TTHERM_00476510	32665-36889
TPR_8	TTHERM_000328629	406107-406731
TPR_8	TTHERM_00259540	101433-105087
TPR_8	TTHERM_00079680	1067015-1072902
TPR_8	TTHERM_01093750	101803-103198
TPR_8	TTHERM_01436750	4297-6849
TPR_8	TTHERM_00617750	11555-15893
TPR_8	TTHERM_00732540	107715-116899
TPR_8	TTHERM_000263288	435466-440473
TPR_8	TTHERM_00462830	148647-150615
TPR_8	TTHERM_00263080	369902-371232
TPR_8	TTHERM_00137590	510715-512093
TPR_8	TTHERM_01131800	11737-16706
TPR_8	TTHERM_00723620	247027-250302
TPR_8	TTHERM_00442200	183616-184881
TPR_8	TTHERM_000307842	298204-302323
TPR_8	TTHERM_00558470	325507-332652
TPR_8	TTHERM_00997620	92925-93579
TPR_8	TTHERM_00299860	252624-255285
TPR_8	TTHERM_00130070	1357-5425
TPR_8	TTHERM_00354580	1233155-1237646
TPR_8	TTHERM_00248240	702820-707792
TPR_8	TTHERM_01207550	7966-9617
TPR_8	TTHERM_00248290	738388-742942
TPR_8	TTHERM_00732850	244627-249684
TPR_8	TTHERM_000275768	712272-715358
TPR_8	TTHERM_00011560	1093606-1094758
TPR_8	TTHERM_01123860	11586-17612
TPR_8	TTHERM_01084410	110484-112042
TPR_8	TTHERM_01130780	1209-4177
TPR_8	TTHERM_00152050	989887-991335
TPR_8	TTHERM_00030240	714626-720703
TPR_8	TTHERM_00248340	762685-770888
TPR_8	TTHERM_00409040	154525-159965
TPR_8	TTHERM_00317270	489557-497652
TPR_8	TTHERM_00926910	4701-11020
TPR_8	TTHERM_00242370	765751-767311
TPR_8	TTHERM_00559910	92567-93686
TPR_8	TTHERM_00245890	513616-523640
TPR_8	TTHERM_00414230	568452-570650
TPR_8	TTHERM_00245120	164213-166937
TPR_8	TTHERM_001106219	97415-99416
TPR_8	TTHERM_00448600	42247-43480
TPR_8	TTHERM_00827190	178832-183041
TPR_8	TTHERM_00530190	269367-274833
TPR_8	TTHERM_00316380	194971-198091
TPR_8	TTHERM_001273286	432184-441482
TPR_8	TTHERM_01179890	45662-47073
TPR_8	TTHERM_000343939	231057-232935
TPR_8	TTHERM_00794430	166327-171524
TPR_8	TTHERM_00248260	716968-722485
TPR_8	TTHERM_00265110	793987-797860
TPR_8	TTHERM_00726330	224987-226628
TPR_8	TTHERM_000324389	569741-573586
TPR_8	TTHERM_00220630	668373-672494
TPR_8	TTHERM_00158230	602223-603021
TPR_8	TTHERM_00247080	609054-628502
TPR_8	TTHERM_00093930	139452-145571
TPR_8	TTHERM_00618840	64767-67142
TPR_8	TTHERM_00770780	133646-135026
TPR_8	TTHERM_000147680	103626-106690
TPR_8	TTHERM_00056110	1276124-1279518
TPR_8	TTHERM_00312690	262205-265088
TPR_8	TTHERM_01161040	664489-667168
TPR_8	TTHERM_00655990	267890-269954
TPR_8	TTHERM_00092800	219008-220436
TPR_8	TTHERM_00578490	31392-33021
TPR_8	TTHERM_01027600	38842-43516
TPR_8	TTHERM_00275790	730592-737718
TPR_8	TTHERM_00225810	273345-277156
TPR_8	TTHERM_000139729	1141-1564
TPR_8	TTHERM_00641160	120514-124629
TPR_8	TTHERM_00378950	331384-344010
TPR_8	TTHERM_00227500	556289-559241
TPR_8	TTHERM_00441900	72269-73618
Transposase_1	TTHERM_00105100	770116-771168
Transposase_1	TTHERM_00101557	535013-536587
tRNA_bind_2	TTHERM_00518510	370464-374686
tRNA_bind_2	TTHERM_000304273	74919-75241
TruB_N	TTHERM_00095530	70096-72082
TruB_N	TTHERM_01035680	74794-75371
TruB_N	TTHERM_00700880	120569-120899
TruB_N	TTHERM_000778409	234682-235099
TruB_N	TTHERM_01106190	80322-91884
Trypsin	TTHERM_00637500	244773-248308
Trypsin	TTHERM_00509030	121279-122137
Trypsin	TTHERM_00437510	460768-461650
Trypsin	TTHERM_000758969	134646-137389
TUDOR	TTHERM_00600110	157914-160172
TUDOR	TTHERM_00726050	137992-140808
TUDOR	TTHERM_00161830	11886-12963
TUDOR	TTHERM_00045030	99290-101506
TUDOR	TTHERM_00106700	1007764-1010398
TUDOR	TTHERM_00688580	122560-124142
Tudor-knot	TTHERM_00145740	790960-793998
Tudor-knot	TTHERM_00310240	493058-494972
Tudor-knot	TTHERM_00145730	788194-790267
Tudor-knot	TTHERM_00052200	1349731-1350829
Tudor-knot	TTHERM_00419820	66423-68283
Tudor-knot	TTHERM_00140850	52474-55102
Tudor-knot	TTHERM_00793960	8889-12143
Tudor-knot	TTHERM_00041480	2038772-2041902
Tudor-knot	TTHERM_000488289	72181-72715
UBA	TTHERM_00013290	1396943-1398950
UBA	TTHERM_00408760	53224-56736
UBA	TTHERM_00161830	11886-12963
UBA	TTHERM_00335710	181090-191342
UBA	TTHERM_000835349	133137-134030
UBA	TTHERM_00649010	181302-182743
UBA	TTHERM_00532740	353948-355421
UBA	TTHERM_00437600	419376-421324
UBA	TTHERM_00538810	136512-137979
ubiquitin	TTHERM_00346530	513599-515243
ubiquitin	TTHERM_00802320	56533-58458
ubiquitin	TTHERM_00077240	488623-489769
ubiquitin	TTHERM_00346500	507752-508907
ubiquitin	TTHERM_00346560	520245-521400
ubiquitin	TTHERM_000346489	503868-504783
ubiquitin	TTHERM_00346560	520245-521400
ubiquitin	TTHERM_00346510	510044-510959
ubiquitin	TTHERM_000346489	503868-504783
ubiquitin	TTHERM_00346540	516928-517615
ubiquitin	TTHERM_000648673	46284-53524
ubiquitin	TTHERM_00346550	518562-519249
ubiquitin	TTHERM_00346510	510044-510959
ubiquitin	TTHERM_00633030	92457-94695
ubiquitin	TTHERM_00633010	86893-88210
ubiquitin	TTHERM_00085200	841701-845184
ubiquitin	TTHERM_000085189	846646-849858
ubiquitin	TTHERM_00405580	555858-556347
ubiquitin	TTHERM_00339610	431198-434932
ubiquitin	TTHERM_00185330	657146-658841
ubiquitin	TTHERM_00339920	542868-543552
ubiquitin	TTHERM_00052200	1349731-1350829
ubiquitin	TTHERM_00285479	86179-87865
ubiquitin	TTHERM_000473360	172217-172914
ubiquitin	TTHERM_00013290	1396943-1398950
ubiquitin	TTHERM_000835349	133137-134030
ubiquitin	TTHERM_00410120	185168-187657
ubiquitin	TTHERM_000113178	815176-815516
ubiquitin	TTHERM_00594100	151972-153634
ubiquitin	TTHERM_00475100	424103-426255
ubiquitin	TTHERM_00691280	70662-72924
ubiquitin	TTHERM_00690030	308107-312034
ubiquitin	TTHERM_000471019	216553-217617
ubiquitin	TTHERM_00122280	1278553-1279346
ubiquitin	TTHERM_00471920	491117-493192
ubiquitin	TTHERM_00313650	659656-661042
ubiquitin	TTHERM_00277190	44791-45367
ubiquitin	TTHERM_00725850	66283-68286
ubiquitin	TTHERM_001028880	58871-59389
ubiquitin	TTHERM_00300180	409064-412027
ubiquitin	TTHERM_00578480	27419-28288
ubiquitin	TTHERM_00440470	107015-107420
ubiquitin	TTHERM_00691610	202556-203309
ubiquitin	TTHERM_00559720	7657-16184
ubiquitin	TTHERM_00578880	169560-170426
ubiquitin	TTHERM_00335710	181090-191342
ubiquitin	TTHERM_00069400	321555-324081
ubiquitin	TTHERM_000047248	609496-610080
ubiquitin	TTHERM_00686150	299645-300215
ubiquitin	TTHERM_00013750	1580517-1583657
ubiquitin	TTHERM_01028870	56441-57126
ubiquitin	TTHERM_00566790	353821-354748
ubiquitin	TTHERM_00047690	777495-778738
Ubiquitin_3	TTHERM_00392940	354100-355535
Ubiquitin_3	TTHERM_00450880	440002-440953
UBM	TTHERM_00161830	11886-12963
UBM	TTHERM_00263490	547923-551203
UBM	TTHERM_00663920	52936-57259
UBN_AB	TTHERM_00715700	42614-43326
UBN_AB	TTHERM_00242520	821722-827959
UBN_AB	TTHERM_00522230	150304-150848
UCH	TTHERM_00324420	582409-585007
UCH	TTHERM_00721750	225961-227782
UCH	TTHERM_00757780	69889-74557
UCH	TTHERM_00077370	536132-540588
UCH	TTHERM_00047690	777495-778738
UCH	TTHERM_00825230	57894-61838
UCH	TTHERM_00445950	331334-337665
UCH	TTHERM_00499510	90966-93468
UCH	TTHERM_00842620	172171-175040
UCH	TTHERM_00312010	35556-39058
UCH	TTHERM_00590040	214181-215866
UCH	TTHERM_00188870	198359-199139
UCH	TTHERM_00161370	172189-173945
UCH	TTHERM_00492990	254238-257531
UCH	TTHERM_00316590	277735-281426
UCH	TTHERM_00895800	81507-92097
UCH	TTHERM_00847000	122396-125406
UCH	TTHERM_01108760	96304-100476
UCH	TTHERM_00348750	310084-322239
UCH	TTHERM_00471920	491117-493192
UCH	TTHERM_00313670	665117-671027
UCH	TTHERM_00378550	145731-159455
UCH	TTHERM_00684520	46259-49147
UCH	TTHERM_00047040	531368-542907
UCH	TTHERM_000475049	403208-404986
UCH	TTHERM_00691150	19535-30573
UCH	TTHERM_00193880	277784-281694
UCH	TTHERM_000101229	384839-385172
UCH	TTHERM_001205389	62133-65627
UCH	TTHERM_00408760	53224-56736
UCH	TTHERM_00069290	380082-389094
UCH	TTHERM_00290860	633935-635764
UCH	TTHERM_01094780	91-1489
UCH	TTHERM_00499400	59912-65018
UCH	TTHERM_00442350	236565-248344
UCH	TTHERM_00048860	839848-843672
UCH	TTHERM_00568030	1117243-1119070
UCH	TTHERM_01261800	6731-11487
UCH	TTHERM_001289061	16957-17383
UCH	TTHERM_00471270	273903-277710
UCH	TTHERM_00338180	325061-329400
UCH	TTHERM_00442520	298755-301875
UCH	TTHERM_00535210	33241-33766
UCH	TTHERM_00825630	200811-202923
UCH	TTHERM_000450949	456024-458667
UCH	TTHERM_00450830	427585-429019
UCH	TTHERM_00450880	440002-440953
UCH	TTHERM_00450860	433302-435747
UCH	TTHERM_00450830	427585-429019
UCH	TTHERM_00450900	442826-443192
UCH	TTHERM_00334300	32026-43013
UCH	TTHERM_00822230	193802-196893
UCH	TTHERM_00471840	466206-468251
UCH	TTHERM_01055600	68854-70296
UCH	TTHERM_01029920	69450-70692
UCH	TTHERM_00312270	113959-117833
UCH	TTHERM_00497500	248691-249192
UCH	TTHERM_00864910	164775-166140
UDG	TTHERM_00794240	107185-108646
UME	TTHERM_00444490	133753-137334
UME	TTHERM_00529650	57158-60171
UME	TTHERM_000492363	27211-29394
UME	TTHERM_00283220	422595-426301
UME	TTHERM_00378800	258300-263269
UQ_con	TTHERM_000550712	12277-12883
UQ_con	TTHERM_00628690	10858-11546
UQ_con	TTHERM_00531900	48883-50526
UQ_con	TTHERM_001123949	52081-52704
UQ_con	TTHERM_00419800	59390-62603
UQ_con	TTHERM_00538810	136512-137979
UQ_con	TTHERM_00522710	353026-354718
UQ_con	TTHERM_00218380	207953-209693
UQ_con	TTHERM_00290880	643715-644159
UQ_con	TTHERM_00578990	198204-200610
UQ_con	TTHERM_01341610	15570-15900
UQ_con	TTHERM_01082940	52590-53979
UQ_con	TTHERM_01082960	58825-60178
UQ_con	TTHERM_01082920	45664-47189
UQ_con	TTHERM_01082920	45664-47189
UQ_con	TTHERM_00658970	296873-298118
UQ_con	TTHERM_000532839	383402-383798
UQ_con	TTHERM_00456950	307405-311127
UQ_con	TTHERM_00547960	232862-235873
UQ_con	TTHERM_00285290	19706-21259
UQ_con	TTHERM_01027520	17927-20091
UQ_con	TTHERM_00149190	280280-300983
UQ_con	TTHERM_01053000	88145-88793
UQ_con	TTHERM_00470900	169641-172805
UQ_con	TTHERM_00011330	997843-999814
UQ_con	TTHERM_00481290	346058-355151
UQ_con	TTHERM_00104890	708509-709920
UQ_con	TTHERM_00450810	424661-425204
UQ_con	TTHERM_00450860	433302-435747
UQ_con	TTHERM_00028550	401569-402469
UQ_con	TTHERM_00703850	223134-224712
UQ_con	TTHERM_00931940	16403-17069
UQ_con	TTHERM_00670590	174732-176236
UQ_con	TTHERM_01082950	55473-56849
UQ_con	TTHERM_00316130	91020-91587
UQ_con	TTHERM_00347960	627240-627741
UQ_con	TTHERM_00075610	199672-202283
UQ_con	TTHERM_00122200	1252578-1255690
UQ_con	TTHERM_00659070	330986-331660
UQ_con	TTHERM_00659090	336964-338812
UQ_con	TTHERM_00571830	852156-854007
UQ_con	TTHERM_00219290	553753-554632
UQ_con	TTHERM_00824010	195643-197062
UQ_con	TTHERM_000091489	312389-313201
UQ_con	TTHERM_01108500	5707-6332
USP7_ICP0_bdg	TTHERM_00440470	107015-107420
VEFS-Box	TTHERM_00672040	41293-42262
VEFS-Box	TTHERM_00149839	538548-539043
VIR_N	TTHERM_00046730	423438-425327
VIR_N	TTHERM_00145779	804124-806045
VIR_N	TTHERM_01052970	79293-79962
VIR_N	TTHERM_00055970	1318270-1318969
Voldacs	TTHERM_00529560	35553-38446
Voldacs	TTHERM_00782070	850232-851459
Voldacs	TTHERM_01034450	115780-119102
Voldacs	TTHERM_000324193	542802-543409
WAC_Acf1_DNA_bd	TTHERM_00188369	20197-21731
WD40	TTHERM_001006539	69523-73223
WD40	TTHERM_01154640	32505-39771
WD40	TTHERM_00371140	380152-387910
WD40	TTHERM_00227170	424693-432025
WD40	TTHERM_01006570	104612-112211
WD40	TTHERM_001006569	96197-104000
WD40	TTHERM_00400790	255557-262809
WD40	TTHERM_01422380	12025-19228
WD40	TTHERM_01609750	5196-9009
WD40	TTHERM_000741671	60274-61665
WD40	TTHERM_00648850	100457-101357
WD40	TTHERM_00628510	135189-137412
WD40	TTHERM_01006600	131827-139081
WD40	TTHERM_01006580	112905-120669
WD40	TTHERM_01006590	122581-130336
WD40	TTHERM_001422369	109-2029
WD40	TTHERM_00899550	171836-175082
WD40	TTHERM_00392680	436255-445317
WD40	TTHERM_00378740	235334-242703
WD40	TTHERM_00439260	154302-160497
WD40	TTHERM_00762920	44848-47567
WD40	TTHERM_00930820	37534-44158
WD40	TTHERM_00760520	130811-132254
WD40	TTHERM_00941520	111835-113645
WD40	TTHERM_00559720	7657-16184
WD40	TTHERM_01308010	24733-28308
WD40	TTHERM_00245770	450449-457606
WD40	TTHERM_00194680	561629-563189
WD40	TTHERM_00134900	769684-773157
WD40	TTHERM_00046770	440525-444468
WD40	TTHERM_01113100	52285-53860
WD40	TTHERM_00856470	114427-118820
WD40	TTHERM_00614800	44505-46505
WD40	TTHERM_00684440	8951-11516
WD40	TTHERM_000522919	432259-433286
WD40	TTHERM_000343441	73973-74393
WD40	TTHERM_00787260	181663-182067
WD40	TTHERM_00648930	128898-134141
WD40	TTHERM_00405380	492418-495589
WD40	TTHERM_01345820	27496-31844
WD40	TTHERM_00836630	40743-43045
WD40	TTHERM_00661600	168337-175782
WD40	TTHERM_00285250	2749-9454
WD40	TTHERM_00421200	576774-578880
WD40	TTHERM_00826900	76726-79317
WD40	TTHERM_00819570	143935-145579
WD40	TTHERM_01351030	6247-13897
WD40	TTHERM_00037040	1447633-1449556
WD40	TTHERM_00318800	687955-688961
WD40	TTHERM_00312230	103059-105983
WD40	TTHERM_00700960	151763-154563
WD40	TTHERM_00476510	32665-36889
WD40	TTHERM_00585360	329149-331243
WD40	TTHERM_000441911	83402-83717
WD40	TTHERM_01084130	8782-11154
WD40	TTHERM_00248420	801129-803091
WD40	TTHERM_00826780	26454-29304
WD40	TTHERM_00474420	192140-195078
WD40	TTHERM_00218620	316295-323553
WD40	TTHERM_00497650	281766-283380
WD40	TTHERM_01462210	17333-20153
WD40	TTHERM_01014470	27335-30259
WD40	TTHERM_00242520	821722-827959
WD40	TTHERM_01005120	68940-71955
WD40	TTHERM_00933080	74848-84436
WD40	TTHERM_00082240	1186745-1189930
WD40	TTHERM_00494570	409583-411699
WD40	TTHERM_01094870	41859-44177
WD40	TTHERM_00954310	120741-123460
WD40	TTHERM_00680620	18350-24908
WD40	TTHERM_00259580	120064-122387
WD40	TTHERM_00825380	115030-116995
WD40	TTHERM_00227160	421276-423616
WD40	TTHERM_01161030	661917-664051
WD40	TTHERM_000384929	106446-108914
WD40	TTHERM_000420979	500807-502073
WD40	TTHERM_00449570	336589-339148
WD40	TTHERM_00666680	213196-216311
WD40	TTHERM_00242270	724131-726921
WD40	TTHERM_00467370	182576-185041
WD40	TTHERM_00994360	116818-119045
WD40	TTHERM_00219410	585915-589585
WD40	TTHERM_00237640	119771-122588
WD40	TTHERM_00530540	374919-376074
WD40	TTHERM_00147470	4181-5713
WD40	TTHERM_00695810	219334-221235
WD40	TTHERM_00048900	860184-865363
WD40	TTHERM_000147483	9080-10256
WD40	TTHERM_000414249	558749-561269
WD40	TTHERM_00954210	88246-89975
WD40	TTHERM_00526610	212646-214383
WD40	TTHERM_00695820	215062-218244
WD40	TTHERM_00145100	532612-535601
WD40	TTHERM_000294549	656314-657361
WD40	TTHERM_00193430	87924-90615
WD40	TTHERM_00475060	409228-413239
WD40	TTHERM_000227669	630410-631767
WD40	TTHERM_00688650	155649-159907
WD40	TTHERM_01026360	90932-94398
WD40	TTHERM_00053790	1376477-1377758
WD40	TTHERM_000241519	413549-414062
WD40	TTHERM_00353480	27393-29637
WD40	TTHERM_00941410	67488-68936
WD40	TTHERM_00338170	319519-323102
WD40	TTHERM_00237570	99751-102213
WD40	TTHERM_00297180	6993-10185
WD40	TTHERM_00106870	1046436-1048763
WD40	TTHERM_000319961	32435-36336
WD40	TTHERM_00532610	303982-306808
WD40	TTHERM_00929550	116064-118367
WD40	TTHERM_00443100	542030-545294
WD40	TTHERM_00049190	952020-964081
WD40	TTHERM_00354820	1326245-1329147
WD40	TTHERM_00312370	156968-158752
WD40	TTHERM_00193790	235783-241101
WD40	TTHERM_00145740	790960-793998
WD40	TTHERM_00492530	99840-102796
WD40	TTHERM_00467910	343061-345355
WD40	TTHERM_00384840	63264-66442
WD40	TTHERM_01262850	29494-33597
WD40	TTHERM_00013160	1338197-1339720
WD40	TTHERM_00426100	358931-360594
WD40	TTHERM_01099060	26003-29161
WD40	TTHERM_000992819	58413-59965
WD40	TTHERM_00161050	280953-283044
WD40	TTHERM_00530129	246272-246814
WD40	TTHERM_00316830	333070-337486
WD40	TTHERM_00214780	861664-867524
WD40	TTHERM_00755740	644-12881
WD40	TTHERM_00050600	1086386-1093454
WD40	TTHERM_000681920	153644-158547
WD40	TTHERM_00194320	410497-412085
WD40	TTHERM_00241680	455296-456784
